name,brand,barcode,proteins,carbohydrates,fats,energy,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,dietary_fiber,cholesterol_milli,caffeine_milli,vitamin_a_micro,vitamin_b1_milli,vitamin_b2_milli,vitamin_b3_milli,vitamin_b5_milli,vitamin_b6_milli,vitamin_b7_micro,vitamin_b9_micro,vitamin_b12_micro,vitamin_c_milli,vitamin_d_micro,vitamin_e_milli,vitamin_k_micro,manganese_milli,magnesium_milli,potassium_milli,calcium_milli,copper_milli,zinc_milli,sodium_milli,iron_milli,phosphorus_milli,selenium_micro,iodine_micro,package_weight,serving_weight
"Miscela per muesli, fiocchi misti con frutta e noci, zuccherata",,,11.4,62.3,5.6,365,0.7,1.7,1.7,,,10.5,0.1,10.1,0,,,0.31,0.06,1.85,0.58,0.16,,35.4,0,1.4,0,1.32,,,100,380,45,,2.4,33.0,2.8,330,nd,2.2,,
"Mora, cruda",,,1.1,6.5,0.7,47,0.1,0.2,0.4,,,6.1,0.0,5.2,0,,,0.01,0.03,0.47,0.24,0.02,,16.1,0,10.7,0,0.76,,,20,200,31,,0.2,1.0,0.4,25,0,0.4,,
Mortadella,,,15.7,0.8,26.6,306,9.9,12.1,2.7,,,0.8,2.1,0,74,,,0.36,0.12,2.97,0.48,0.19,,3,1.05,24.8,0,0.41,,,13,99,3.8,,1.3,830.0,0.9,170,nd,1.5,,
Mozzarella,,,19.5,0.7,19.5,256,11.4,6,0.7,,,0.7,0.4,0,46,,,0.03,0.27,0.4,0.14,0.07,,16,1.4,0,0.3,0.39,,,10,8,340,,2.6,140.0,0.1,350,nd,4.8,,
"Nasello, crudo",,,17.0,0.0,0.6,74,0.1,0.2,0.2,,,0,0.2,0,50,,,0.05,0.08,1.43,0.19,0.18,,12,2.1,1.5,0,0.2,,,25,320,25,,0.4,77.0,0.7,190,22,120,,
"Nasi Goreng, preparato",,,10.8,16.1,1.8,124,0.3,1.1,0.3,,,0.7,1.3,0.5,23,,,0.1,0.07,4.04,0.4,0.19,,5.2,0.07,10.9,0.4,0.37,,,17,170,18,,0.7,510.0,0.3,120,nd,1.3,,
Nettare d'arancia,,,0.4,10.5,0.0,44,0,0,0,,,10.5,0.0,0.1,0,,,0.04,0.01,0.14,0.08,0.02,,12,0,12,0,0.1,,,7,110,6,,0.1,1.0,0.1,10,nd,2,,
Nocciole,,,16.4,10.1,59.5,661,4.2,46.6,6.1,,,3,0.0,9.7,0,,,0.46,0.05,1.32,1.61,0.5,,76.6,0,2,0,15.92,,,160,720,160,,2.9,0.9,3.6,320,0.7,6.5,,
Noce del Brasile,,,17.0,4.2,66.5,698,16.1,23.9,24.4,,,2.3,0.0,7.5,0,,,0.62,0.04,0.3,0.18,0.1,,22,0,0.7,0,5.65,,,350,640,160,,4.3,0.7,2.4,650,230,5,,
Noce di cocco,,,4.6,4.8,36.5,384,32.1,2.2,0.7,,,4.8,0.1,9,0,,,0.06,0.01,0.38,0.2,0.06,,30,0,2,0,0.15,,,39,380,20,,0.8,35.0,2.3,94,4,1.2,,
"Noce di cocco, secca ",,,7.6,5.3,61.3,653,53.3,2.4,0.4,,,5.3,0.0,24.7,0,,,0.03,0,0.6,0,0.09,,20.6,0,0,0,0.08,,,100,710,11,,1.5,19.0,2.8,180,6.9,6,,
Noci,,,15.7,6.9,67.3,709,6.5,14.1,43.6,,,3,0.0,6.7,0,,,0.42,0.05,0.4,1.39,0.19,,112.1,0,0.8,0,2,,,140,420,78,,2.7,0.2,2.6,360,1.2,5,,
"Nugget, vegano, a base di proteine vegetali, crudo",,,15.5,19.7,10.9,250,1.1,6.1,3.2,,,1.8,1.2,5.4,0,,,0.07,0.1,0.61,0.34,0.04,,31.5,0,0.5,0.3,3.76,,,56,390,67,,1,480.0,2.2,170,5.9,8.4,,
Olio di arachidi,,,0.0,0.0,100.0,900,17.3,59.1,19.4,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,13.9,,,0,0,0,,0,0.0,0,0,0,0,,
Olio di canapa,,,0.0,0.0,100.0,900,9.9,12.7,72.2,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,1.8,,,0,0,0,,0,0.0,0,0,0,0,,
Olio di cartamo,,,0.0,0.0,100.0,900,10.2,13.7,72.1,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,54.49,,,0,1,0,,0,0.0,0,0,0,0,,
Olio di colza,,,0.0,0.0,100.0,900,6.9,60.2,28.3,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,30.08,,,0,0,0,,0,0.0,0,0,0,0,,
"Olio di colza HOLL (high oleic, low linolenic)",,,0.0,0.0,100.0,900,7,76,12,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,27.45,,,0,0,0,,0,0.0,0,0,0,0,,
Olio di germi di grano,,,0.0,0.0,100.0,900,17.4,14,61.7,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,133,,,0,0,0,,0,0.0,0,0,0,0,,
"Olio di girasole HO, raffinato",,,0.0,0.0,100.0,900,9.9,83.7,3.8,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,40,,,0,0,0,,0,0.0,0,0,0,0,,
Olio di nocciole,,,0.0,0.0,100.0,900,8.3,75.4,12.9,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,28.6,,,0,0,0,,0,0.0,0,0,0,0,,
Olio di noce,,,0.0,0.0,100.0,900,10,16.8,69.6,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,2.05,,,0,0,0,,0,0.0,0,0,0,0,,
Olio di semi di girasole,,,0.0,0.0,100.0,900,11.1,27.6,56.3,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,56.95,,,0,1,1,,0.1,1.0,0.1,0,0,0,,
"Olio di semi di lino, spremuto a freddo",,,0.0,0.0,100.0,900,9.5,19,67,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,0.18,,,0,0,1,,0.1,0.0,0,1,0,0,,
Olio di semi di mais,,,0.0,0.0,100.0,900,12.2,27.5,56.3,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,26,,,0,0,0,,0,0.0,0,0,0,0,,
Olio di semi di zucca,,,0.0,0.0,100.0,900,16.4,28.5,49.5,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,9.1,,,0,0,0,,0,0.0,0,0,0,0,,
Olio di sesamo,,,0.0,0.0,100.0,900,14.9,40.2,40,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,1.4,,,0,0,0,,0,0.0,0,0,0,0,,
Olio di soia,,,0.0,0.0,100.0,900,14.7,22.1,60.3,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,6.1,,,0,1,0,,0,0.0,0,0,0,0,,
Olio di vinaccioli,,,0.0,0.0,100.0,900,11.2,18.5,65.3,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,19.27,,,0,1,0,,0,0.0,0,0,0,0,,
Olio d'oliva,,,0.0,0.0,100.0,900,11.9,75.2,7.4,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,28.8,,,1,1,0,,0,1.0,0.1,2,0,0.1,,
"Oliva, verde, in salamoia, sgocciolata",,,1.3,0.0,15.7,154,2.3,11.1,1.5,,,0,3.2,3.6,0,,,0.02,0.01,0.1,0.04,0.02,,5,0,0.5,0.3,4.39,,,24,31,58,,0.1,1260.0,0.2,6.7,0,2,,
"Olive, nere",,,1.4,0.8,17.2,176,2.1,10.2,1.5,,,0.8,1.8,6.2,0,,,0.02,0.01,0.1,0.04,0.03,,5,0,0.5,0,6.95,,,16,19,80,,0.1,710.0,8.5,7.9,nd,4.5,,
"Omelette francese al formaggio, preparato",,,14.0,1.2,14.5,192,6.4,4.4,1.5,,,1.2,1.0,0.1,275,,,0.07,0.29,0.11,1.56,0.09,,38.4,1.17,2,2,0.97,,,17,160,210,,1.7,380.0,1.4,260,nd,32,,
"Omelette francese al lardo, preparato",,,12.5,1.3,13.4,175,4.8,5.1,1.6,,,1.3,0.7,0.1,268,,,0.14,0.25,0.62,1.57,0.09,,37.3,0.98,5.5,2,0.96,,,14,180,64,,1.3,280.0,1.4,180,19,30,,
"Omelette francese al prosciutto, preparato",,,12.8,1.3,9.6,143,3.3,3.3,1.3,,,1.3,1.0,0.1,266,,,0.16,0.25,0.93,1.57,0.11,,37,0.94,10.8,1.9,0.94,,,15,210,65,,1.3,420.0,1.5,210,18,31,,
"Omelette francese, preparato",,,11.4,1.4,11.1,151,3.8,3.8,1.5,,,1.4,0.8,0,310,,,0.08,0.26,0.07,1.76,0.07,,41.5,1.11,0.2,2.3,1.05,,,13,170,70,,1.1,340.0,1.5,190,20,36,,
"Omelette tipo ""crêpes"" ai funghi prataiolo, preparato",,,5.4,11.7,6.5,130,3.4,1.6,0.6,,,1.3,0.5,1.5,51,,,0.08,0.22,1.85,1.22,0.07,,15.4,0.16,1.8,1.3,0.29,,,11,270,34,,0.5,180.0,0.9,100,nd,15,,
"Omelette tipo ""crêpes"" al formaggio, preparato",,,10.0,18.2,8.9,194,4.4,2.4,0.9,,,1.3,0.9,0.8,111,,,0.06,0.17,0.13,0.72,0.05,,16.3,0.54,0.2,0.8,0.52,,,13,130,150,,1,360.0,0.7,160,nd,14,,
"Omelette tipo ""crêpes"" alla Nutella",,,6.7,30.4,12.7,266,5.3,5,1.4,,,14.4,0.5,1.4,66,,,0.07,0.14,0.17,0.58,0.05,,14.3,0.28,0.3,0.5,1.27,,,21,200,69,,0.6,190.0,1.2,100,nd,9.6,,
"Omelette tipo ""crêpes"" al lardo, preparato",,,9.3,17.3,8.9,188,3.5,3.4,1,,,1.3,1.1,0.8,102,,,0.13,0.14,0.68,0.71,0.06,,16,0.39,5.1,0.8,0.52,,,11,150,46,,0.8,440.0,0.7,110,nd,12,,
"Omelette tipo ""crêpes"" alle verdure, preparato",,,5.3,17.7,5.5,144,2.2,1.9,0.6,,,2.7,0.4,1.5,62,,,0.06,0.11,0.28,0.48,0.09,,18.7,0.22,19.3,0.4,0.79,,,10,160,41,,0.4,170.0,0.5,70,4.3,8.4,,
"Omelette tipo ""crêpes"" al prosciutto, preparato",,,9.7,17.3,5.1,155,2.1,1.6,0.7,,,1.3,1.0,0.8,101,,,0.15,0.15,0.99,0.72,0.08,,15.8,0.36,10.6,0.7,0.5,,,13,180,47,,0.8,410.0,0.7,130,nd,13,,
"Omelette tipo ""crêpes"" al zucchero con cannella, preparato",,,6.6,26.2,5.9,186,2.8,1.6,0.7,,,6.6,0.6,0.9,83,,,0.06,0.11,0.12,0.57,0.04,,12.7,0.3,0.3,0.6,0.43,,,9.4,120,47,,0.5,230.0,0.6,82,5.6,11,,
"Omelette tipo ""crêpes"" con purea di mele, preparata",,,3.5,16.7,3.2,113,1.5,0.8,0.4,,,6.7,0.3,1.5,42,,,0.04,0.07,0.11,0.33,0.04,,9.8,0.15,1.4,0.3,0.44,,,6.9,120,26,,0.3,120.0,0.4,47,nd,6,,
"Omelette tipo ""crêpes"", preparato",,,7.0,22.2,6.3,175,3,1.7,0.7,,,1.5,0.6,0.9,87,,,0.07,0.12,0.13,0.6,0.04,,13.4,0.31,0.3,0.6,0.46,,,9.9,130,49,,0.5,240.0,0.6,87,5.9,11,,
"Orzo perlato, secco",,,9.1,64.0,2.0,337,0.4,0.1,0.6,,,1.4,0.0,13.4,0,,,0.24,0.06,1.27,0.16,0.23,,50.3,0,0,0,0.08,,,71,300,18,,2,1.8,1.9,250,2.8,1,,
"Orzotto, cotto",,,3.0,22.2,2.4,131,0.3,1.3,0.3,,,1,0.8,4.5,0,,,0.04,0.01,0.34,0.05,0.05,,13.8,0,0.3,0,0.4,,,25,65,12,,0.7,340.0,0.6,84,1,0.7,,
"Palline di mais, croccante, con miele",,,5.9,83.5,1.5,379,0.3,0.3,0.7,,,22.6,0.7,4.2,1,,,0.05,0.02,0.71,0.14,0.07,,9.3,0,0.5,0,0.3,,,30,160,5.3,,0.8,290.0,0.9,100,1.5,2,,
Pancetta affumicata da cuocere,,,17.8,0.6,27.6,322,10.6,12.9,2.2,,,0.6,2.8,0,49,,,0.62,0.14,4.08,0.6,0.22,,3,0.35,24.3,0.6,0.29,,,16,270,10,,2,1130.0,0.4,150,11,1.1,,
Pancetta (speck),,,22.1,0.6,34.3,400,13.1,15.5,2.3,,,0.6,3.8,0,62,,,0.56,0.14,6.9,1.1,0.3,,0,0.5,8.3,1.7,0,,,22,400,0,,2.3,1520.0,0,210,9.6,0,,
Pane alle noci,,,9.2,30.2,17.9,331,3.9,3.8,8.9,,,1.6,1.2,6.4,23,,,0.23,0.1,0.75,0.67,0.18,,43.4,0.05,0.1,0.2,0.8,,,67,240,31,,1.9,490.0,2.1,210,3,3.7,,
Pane bianco,,,8.5,48.9,0.8,242,0.2,0.1,0.4,,,0.2,1.7,2.5,0,,,0.11,0.04,0.46,0.24,0.06,,16.7,0,0,0,0.36,,,15,130,8.3,,0.5,680.0,0.6,61,1.9,0.9,,
Pane bigio,,,9.5,44.3,1.2,234,0.2,0.1,0.6,,,0.5,1.6,4.1,0,,,0.23,0.07,1.12,0.33,0.08,,20.5,0,0,0,0.27,,,38,150,20,,1.3,630.0,1.6,150,3.4,1.3,,
Pane bigio (con sale iodato),,,9.5,44.3,1.2,234,0.2,0.1,0.6,,,0.5,1.6,4.1,0,,,0.23,0.07,1.12,0.33,0.08,,20.5,0,0,0,0.27,,,38,150,20,,1.3,620.0,1.6,150,3.4,40,,
Pane contadino,,,9.2,44.3,2.0,242,0.7,0.3,0.6,,,2.4,1.8,4.8,4,,,0.2,0.13,1.09,0.4,0.11,,25,0.03,0.2,0,0.33,,,38,200,46,,1.4,710.0,1.5,170,3.4,1.3,,
"Pane croccante (Knäckebrot), integrale",,,12.0,57.9,1.7,325,0.2,0.2,1.1,,,1.1,1.5,14.8,0,,,0.31,0.14,1.19,0.85,0.36,,29.6,0,0,0,0.85,,,100,380,26,,3.4,610.0,4,340,4,3.7,,
"Pane croccante (Knäckebrot), integrale, con semi di lino",,,12.9,52.4,5.8,345,0.7,1,3.7,,,1.1,1.5,16,0,,,0.33,0.12,1.08,0.84,0.34,,33.7,0,0,0,0.8,,,130,410,47,,3.5,610.0,4.3,360,4.9,3.6,,
"Pane croccante (Knäckebrot), integrale, con semi di sesamo",,,13.1,52.4,6.9,354,1,2.1,3.1,,,1.1,1.5,14.6,0,,,0.35,0.14,1.53,0.8,0.36,,43.7,0,0,0,0.77,,,130,390,120,,3.6,610.0,4.4,370,5.6,3.9,,
Pane di segale (con lievito),,,6.5,39.0,0.9,210,0.1,0.1,0.4,,,2,1.3,10.2,0,,,0.16,0.07,0.98,0.43,0.17,,18.3,0,0,0,0.49,,,45,230,20,,1.9,530.0,1.8,180,1.8,2.7,,
Pane di segale vallesano,,,7.6,38.8,1.0,218,0.1,0.1,0.5,,,0.7,1.4,11.6,0,,,0.19,0.09,1.28,0.56,0.21,,32.7,0,0,0,0.55,,,53,250,20,,2.2,570.0,2.1,220,2.3,3,,
Pane di tritello di segale,,,7.7,40.0,1.1,225,0.1,0.1,0.6,,,0.9,1.4,12.5,0,,,0.2,0.08,1.23,0.55,0.21,,23.1,0,0,0,0.59,,,56,260,21,,2.4,570.0,2.2,230,2.4,3.3,,
Pane integrale di grano,,,8.6,38.3,1.3,213,0.2,0.1,0.9,,,0.7,1.4,7,0,,,0.23,0.11,0.48,0.58,0.26,,21.7,0,0,0,0.53,,,82,250,20,,2.2,580.0,3.1,220,3.1,1.8,,
Pane (media),,,9.2,44.6,4.6,264,2.3,1,0.7,,,1.3,1.6,3.7,14,,,0.17,0.1,0.74,0.39,0.12,,21.8,0.04,0.1,0.1,0.41,,,36,170,29,,1.2,620.0,1.5,130,2.9,2.7,,
Pane parigino,,,9.0,51.2,0.9,255,0.2,0.1,0.5,,,0.5,1.6,2.9,0,,,0.12,0.03,0.46,0.26,0.09,,8.8,0.01,0,0,0.36,,,22,140,10,,0.7,660.0,0.9,81,2.7,1,,
Pane per toast al burro,,,8.9,45.7,10.4,316,5.9,2.4,0.9,,,2.7,1.4,2.2,38,,,0.11,0.12,0.48,0.36,0.06,,22,0.1,0.2,0.2,0.54,,,14,180,46,,0.6,540.0,0.5,88,2.6,5.1,,
Pane per toast all'olio vegetale,,,8.7,49.2,3.3,267,0.3,1.6,1.1,,,4.4,1.3,2.9,0,,,0.16,0.06,0.62,0.38,0.16,,25,0,0,0,0.85,,,30,140,13,,1,520.0,1.4,110,2.8,0.9,,
Pane per toast integrale,,,9.3,43.7,4.9,271,0.5,1.9,2.3,,,4.2,1.3,7.4,0,,,0.25,0.14,0.63,0.65,0.29,,31.6,0,0,0,1.59,,,87,270,21,,2.3,510.0,3.4,240,3.3,1.8,,
"Pane per toast, scuro o multicereali",,,9.1,45.6,4.7,272,0.5,1.9,2,,,4,1.3,5.2,0,,,0.19,0.1,0.72,0.49,0.23,,26.5,0,0,0,1.43,,,59,200,17,,1.7,500.0,2.4,180,3.7,1.4,,
Pane semi-bianco,,,9.4,46.4,1.1,240,0.1,0.1,0.5,,,0.4,1.7,3.7,0,,,0.15,0.07,0.79,0.38,0.19,,21,0,0,0,0.29,,,38,150,16,,1.3,680.0,1.8,130,2.7,1.1,,
Pane semi-bianco (con sale iodato),,,9.4,46.4,1.1,240,0.1,0.1,0.5,,,0.4,1.7,3.7,0,,,0.15,0.07,0.79,0.38,0.19,,21,0,0,0,0.29,,,38,150,16,,1.3,670.0,1.8,130,2.7,44,,
Pane ticinese,,,10.3,57.1,5.2,323,0.7,1.3,2.9,,,0.6,1.7,2.9,0,,,0.16,0.07,0.58,0.37,0.14,,28.3,0.01,0,0,2.22,,,29,170,13,,1,670.0,1.3,110,3.3,1.1,,
Panettone,,,6.4,56.5,10.7,354,5.6,3.2,0.7,,,22.9,0.1,2.8,112,,,0.13,0.11,0.63,nd,0.12,,33,nd,0,0.4,0.62,,,nd,230,150,,0.6,38.0,3,130,nd,nd,,
Pangrattato,,,12.7,73.5,2.1,373,0.5,0.3,0.7,,,4.4,1.0,4.5,0,,,0.2,0.05,0.8,0.6,0.11,,39,0,0,0,0.4,,,23,130,50,,0.9,400.0,1.2,100,nd,2.8,,
Panino,,,8.7,51.8,0.8,255,0.2,0.1,0.4,,,0.7,1.7,2.5,0,,,0.11,0.04,0.43,0.23,0.06,,15.4,0.01,0,0,0.38,,,14,140,7.8,,0.5,690.0,0.6,60,1.9,0.9,,
Panino al cioccolato,,,8.6,49.7,14.3,366,8.5,4.1,0.9,,,16.3,1.3,2.2,20,,,0.12,0.21,0.51,0.35,0.1,,21.6,0.05,0.9,0.1,0.43,,,34,310,100,,1.1,530.0,1.3,160,nd,1.1,,
Panino al latte,,,9.4,47.3,8.7,309,4.9,2,0.8,,,3.4,1.6,2.2,23,,,0.13,0.15,0.54,0.41,0.13,,26.5,0.07,0.3,0.1,0.49,,,27,200,56,,0.9,650.0,1.1,130,2,nd,,
"Panino ""Bürli"" (farina semibianca)",,,8.6,41.4,1.0,215,0.2,0.1,0.4,,,0.4,1.9,3.1,0,,,0.15,0.07,0.77,0.3,0.12,,25.9,0,0,0,0.26,,,31,130,16,,1,760.0,1.3,120,2.7,1.1,,
Panino di Sils (con sale iodato),,,9.3,48.9,5.3,285,1,2,2,,,2.2,1.5,2.3,1,,,0.14,0.12,0.46,0.4,0.06,,20.3,0.09,0.1,0,1.34,,,15,190,57,,0.6,610.0,0.5,89,nd,39,,
"Panino ""michetta""",,,9.2,48.5,0.9,245,0.2,0.1,0.5,,,0.4,1.6,3,0,,,0.14,0.09,0.83,0.34,0.11,,37,0,0,0,0.35,,,22,150,10,,0.8,650.0,1,91,2.5,0.9,,
"Panna acida, semigrassa",,,2.7,3.2,16.6,173,10.8,4.3,0.8,,,3.2,0.1,0,50,,,0.04,0.2,0.1,0.29,0.04,,11,0.23,0,0.3,0.45,,,11,130,100,,0.4,40.0,0.1,80,nd,11,,
Panna acidula,,,2.4,2.8,35.0,336,21,8.2,1.6,,,2.8,0.1,0,105,,,0.02,0.17,0.2,0.26,0.03,,23,0.19,0,0.4,0.7,,,7,100,73,,0.3,30.0,0.1,64,nd,9,,
Panna da caffè UHT,,,2.6,3.8,15.0,161,9,3.5,0.7,,,3.8,0.2,0,50,,,0.02,0.14,0.1,0.4,0.02,,2.7,0.5,1,0.3,0.34,,,8.2,140,96,,0.3,77.0,0,91,nd,11,,
"Panna intera, pastorizzata",,,2.0,3.1,34.8,334,20.9,8.2,1.6,,,3.1,0.1,0,101,,,0.02,0.13,0.08,0.31,0.03,,7,0.21,0.7,0.5,0.84,,,6.2,120,71,,0.2,35.0,0.1,71,nd,7,,
"Panna intera, UHT",,,2.0,3.1,34.9,335,20.9,8.2,1.6,,,3.1,0.1,0,101,,,0.02,0.12,0.05,0.33,0.02,,1.5,0.16,0,0.6,0.77,,,6.3,110,71,,0.2,25.0,0,68,nd,6.1,,
Panna (media),,,2.2,3.3,28.6,279,17.1,6.7,1.3,,,3.3,0.1,0,85,,,0.02,0.14,0.08,0.36,0.02,,5.1,0.28,0.5,0.4,0.67,,,7.1,120,80,,0.2,42.0,0,74,nd,9.1,,
"Panna semigrassa, pastorizzata",,,2.3,3.3,27.9,274,16.7,6.6,1.3,,,3.3,0.1,0,82,,,0.02,0.15,0.07,0.45,0.03,,6.8,0.26,0.9,0.4,0.62,,,7,130,78,,0.2,35.0,0,64,nd,12,,
"Panna semigrassa, UHT",,,2.5,3.7,25.1,251,15.1,5.9,1.2,,,3.7,0.1,0,71,,,0.02,0.13,0.07,0.45,0.02,,2.7,0.26,0,0.4,0.69,,,8.6,140,91,,0.3,34.0,0,74,nd,12,,
"Pannocchiette di mais, sott'aceto",,,3.4,21.0,1.4,119,0.2,0.4,0.6,,,2,0.0,4.2,0,,,0.22,0.07,1.7,0.7,0.1,,50,0,7,0,0.7,,,33,250,3,,0,17.0,0.6,100,nd,0,,
Panpepato,,,6.5,61.6,13.8,404,1.4,7.9,3.6,,,41.2,0.3,4.2,27,,,0.07,0.11,0.91,0.31,0.12,,11,0,2.7,0,6.68,,,45,310,69,,0.9,120.0,1.9,200,nd,2.2,,
Panpepato ricoperto di cioccolato,,,6.5,60.2,18.9,444,6.8,8.7,2.9,,,45.4,0.4,3.5,22,,,0.07,0.19,0.75,0.28,0.09,,9.8,0,2.7,0,4.75,,,48,410,120,,1.1,140.0,2,210,nd,6.6,,
Pantli,,,21.1,0.9,50.0,538,19.5,23.8,4.3,,,0.9,4.0,0,85,,,0.44,0.24,6.15,0.53,0.28,,2.5,3.63,71.1,0,0.68,,,22,340,5,,3.1,1600.0,1.6,180,nd,0.8,,
"Papaia, matura, cruda",,,0.5,9.5,0.1,44,0,0,0,,,9.5,0.0,1.8,0,,,0.03,0.03,0.33,0.16,0.04,,17.8,0,67.8,0,0.28,,,17,220,21,,0.1,14.0,0.2,9,0.9,0.1,,
"Pappa d'avena, preparata (con latte intero, senza aggiunta di zucchero)",,,6.2,15.8,6.2,147,3.2,1.5,0.6,,,5.7,0.2,1.8,19,,,0.05,0.26,0.21,0.44,0.04,,6,0.18,0.9,0.1,0.3,,,36,240,150,,1,88.0,0.6,190,1.7,12,,
"Pappa d'avena, preparata (con latte parzialmente scremato, senza aggiunta di zucchero)",,,6.3,15.8,4.6,133,2.2,1.1,0.5,,,5.7,0.2,1.8,14,,,0.05,0.22,0.21,0.44,0.03,,6,0.17,0.4,0.1,0.25,,,36,240,160,,1,87.0,0.6,190,1.8,12,,
Paprica,,,14.8,34.9,13.0,358,2.1,1.2,8.4,,,33.2,0.1,20.9,0,,,0.65,1.74,15.3,0,0,,0,0,0,0,0,,,190,2340,180,,4.1,34.0,24,350,nd,5,,
Parmigiano ,,,30.5,0.0,31.0,401,20.6,7.2,1,,,0,1.6,0,77,,,0.02,0.29,0.2,0.79,0.1,,20,1.75,0,0.8,0.78,,,44,100,1340,,4,650.0,0.7,800,nd,40,,
"Passera di mare, cruda",,,17.1,0.0,1.9,85,0.4,0.4,0.7,,,0,0.3,0,63,,,0.21,0.22,2.9,0.8,0.22,,11,1.5,1.5,3,1.03,,,22,310,61,,0.5,100.0,0.9,200,32,53,,
"Passera pianuzza, cruda",,,16.5,0.0,1.6,80,0.4,0.4,0.5,,,0,0.4,0,48,,,0.22,0.21,3.4,0.68,0.25,,11,1,0.8,0.2,1,,,22,290,48,,0.5,150.0,0.3,190,20,6.3,,
"Passera pianuzza, filetto, al vapore (senza aggiunta di grassi o sale)",,,15.5,0.0,1.8,78,0.4,0.4,0.6,,,0,0.4,0,60,,,0.21,0.18,2.98,0.6,0.22,,9.6,1,0.8,0.2,1.25,,,23,270,60,,0.6,160.0,0.3,200,23,7.1,,
"Pasta al forno con prosciutto, preparato",,,10.2,14.4,6.9,163,3.5,1.9,0.6,,,1.4,1.2,1,78,,,0.11,0.15,1.15,0.52,0.09,,8.9,0.38,8.5,0.5,0.38,,,20,140,120,,1.2,480.0,0.6,180,nd,12,,
"Pasta all'uovo, cotta in acqua salata (sale non iodato)",,,5.0,25.0,1.1,132,0.2,0.1,0.4,,,1.3,0.9,1.3,32,,,0.05,0.02,0.64,0.1,0.02,,5.8,0,0,0,0.04,,,13,49,8.3,,0.5,340.0,0.8,55,32,1.4,,
"Pasta all'uovo, secca",,,13.3,69.9,2.8,365,0.5,0.4,1,,,3.7,0.0,3.4,86,,,0.17,0.07,1.9,0.3,0.06,,22,0,0,0,0.1,,,42,220,23,,1.3,17.0,3,150,86,3.3,,
"Pasta, cotta in acqua salata (sale non iodato)",,,5.9,31.2,0.6,158,0.1,0,0.2,,,0.2,1.0,2.4,0,,,0.04,0.02,0.84,0.13,0.07,,10.1,0,0,0,0.15,,,22,56,9.8,,0.7,420.0,0.5,73,24,0.5,,
Pasta di acciughe,,,19.8,0.2,21.3,272,4.1,13.9,2.2,,,0.1,19.0,0,57,,,0.03,0.19,2.93,0.47,0.28,,12,15.68,0.4,1.3,5.19,,,170,190,220,,1.3,7720.0,2.1,210,6,25,,
Pasta di wasabi,,,2.9,49.6,10.6,308,nd,nd,nd,,,nd,5.8,1.3,nd,,,nd,nd,nd,nd,nd,,nd,nd,nd,nd,nd,,,nd,nd,nd,,nd,2330.0,nd,nd,nd,nd,,
"Pasta fresca, con ripieno di carne, cotta",,,6.9,25.1,4.7,174,1.7,2,0.8,,,1,0.7,2.2,26,,,0.19,0.05,0.51,0.32,0.05,,13.6,0.57,0.5,0.4,0.28,,,18,95,29,,0.7,300.0,0.8,86,9,8,,
"Pasta fresca, con ripieno di spinaci e ricotta, cotta (senza aggiunta di grasso e sale)",,,7.5,24.5,4.9,177,1.7,1.7,0.8,,,0.8,0.5,2.3,37,,,0.05,0.07,0.25,0.36,0.06,,20.2,0.18,2.3,0.3,0.91,,,25,94,53,,0.9,190.0,0.9,96,nd,7.6,,
"Pasta fresca, con ripieno di spinaci e ricotta, cruda",,,8.7,30.0,5.7,212,2,1.9,1,,,1,1.1,2.7,43,,,0.07,0.11,0.32,0.47,0.07,,33.4,0.21,3.7,0.3,1.06,,,34,180,64,,1,440.0,1.3,120,nd,8.8,,
"Pasta frolla (con burro), dolce, cotta al forno",,,9.8,57.3,28.6,530,16.3,6.9,1.9,,,13.2,0.9,2,126,,,0.11,0.07,0.2,0.52,0.11,,10.4,0.21,0,0.9,1.1,,,24,140,20,,1,350.0,1.3,120,5.3,7,,
"Pasta frolla (con burro), dolce, cruda",,,7.8,45.8,22.9,424,13.1,5.5,1.5,,,10.5,0.7,1.6,101,,,0.12,0.06,0.17,0.55,0.1,,16.7,0.17,0,0.7,0.88,,,19,120,16,,0.8,280.0,1,92,4.2,5.6,,
