name,brand,barcode,proteins,carbohydrates,fats,energy,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,dietary_fiber,cholesterol_milli,caffeine_milli,vitamin_a_micro,vitamin_b1_milli,vitamin_b2_milli,vitamin_b3_milli,vitamin_b5_milli,vitamin_b6_milli,vitamin_b7_micro,vitamin_b9_micro,vitamin_b12_micro,vitamin_c_milli,vitamin_d_micro,vitamin_e_milli,vitamin_k_micro,manganese_milli,magnesium_milli,potassium_milli,calcium_milli,copper_milli,zinc_milli,sodium_milli,iron_milli,phosphorus_milli,selenium_micro,iodine_micro,package_weight,serving_weight
Agar Agar,,,2.4,0.0,0.2,160,n.d.,n.d.,n.d.,,,n.d.,0.3,74.1,n.d.,,,n.d.,n.d.,n.d.,,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,,,100,52,660,,1.5,130.0,4.5,34,n.d.,n.d.,,
Agave syrup,,,0.2,73.1,0.0,293,0,n.d.,n.d.,,,n.d.,0.0,0,n.d.,,,n.d.,n.d.,n.d.,,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,,,n.d.,n.d.,n.d.,,n.d.,4.0,n.d.,n.d.,n.d.,n.d.,,
Cake with carrots,,,11.1,25.8,16.4,303,1.9,9.8,3.7,,,19.6,0.2,3.9,92,,,0.08,0.32,0.62,,0.08,,35.9,0.34,2.8,0.7,7.09,,,71,310,100,,1.3,65.0,1.8,200,6.8,11,,
Calimocho (red wine mixed with cola),,,0.1,5.2,0.0,55,0,0,0,,,5.1,0.0,0,0,,,0,0.01,0.05,,0.01,,0,0,0,0,0,,,8,58,6.5,,0.1,7.0,0.5,15,n.d.,6,,
"Camembert, at least 25% fidm",,,24.4,0.0,10.0,188,6,2.4,0.5,,,0,1.5,0,30,,,0.02,0.5,1.2,,0.17,,50,1.79,0,0.5,0.19,,,22,130,530,,3,600.0,0.3,410,n.d.,20,,
"Camembert, at least 45% fidm",,,20.8,0.0,23.7,297,14.2,5.6,1.1,,,0,2.2,0,71,,,0.02,0.23,1.1,,0.15,,80,1.8,0,0.5,0.44,,,19,83,370,,2.2,890.0,0.1,260,n.d.,20,,
"Camembert, at least 50% fidm",,,17.1,0.0,31.7,355,19,7.5,1.5,,,0,1.2,0,95,,,0.02,0.71,1.1,,0.14,,75.2,1.94,0,0.5,0.59,,,16,99,350,,1.6,480.0,0.2,260,n.d.,6.8,,
Candied lemon peel,,,0.4,70.0,0.4,289,0.1,0,0.2,,,70,0.0,2,0,,,0.02,0.03,0.12,,0.06,,4,0,4,0,0,,,5,50,40,,0.1,2.0,0.3,4,n.d.,0.5,,
Candied orange peel,,,0.4,74.3,0.3,306,0.1,0.1,0.1,,,74.3,0.0,2.3,0,,,0.04,0.03,0.3,,0.06,,4,0,4,0,0,,,7,70,50,,0.1,1.0,0.3,7,n.d.,0.5,,
"Candy, toffee",,,0.4,79.3,3.6,351,2.2,1.1,0.1,,,79.3,0.3,0,11,,,0.03,0.04,0.01,,0,,1,0,0.1,0.1,0.11,,,5,120,21,,0.1,120.0,0.8,16,n.d.,1.1,,
"Cannelloni filled with meat, prepared",,,9.5,13.9,9.0,178,4.8,2.7,0.5,,,2.2,0.6,1.6,34,,,0.04,0.08,1.03,,0.1,,10.1,0.27,3.2,0.2,0.74,,,18,160,93,,1.7,260.0,1,120,n.d.,4.9,,
"Cannelloni filled with spinach and ricotta, prepared",,,7.8,14.6,14.3,221,8.2,3.7,0.8,,,1.5,0.9,1.5,38,,,0.03,0.17,0.55,,0.08,,13.2,0.26,5.3,0.2,1.12,,,37,210,200,,1,340.0,0.7,160,n.d.,10,,
"Capers, pickled in vinegar",,,2.2,3.5,0.9,38,0.2,0.1,0.3,,,0.4,4.1,3.6,0,,,0.02,0.14,0.65,,0.02,,23,0,4.3,0,0.88,,,33,40,40,,0.3,1620.0,0.9,10,n.d.,6,,
"Cappuccino (without chocolate powder), no sugar added",,,2.0,2.9,2.5,42,1.5,0.6,0.1,,,2.8,0.1,0,9,,,0.01,0.14,0.12,,0.02,,2.6,0.1,0.6,0,0.08,,,7.5,110,77,,0.2,24.0,0,57,0.7,5.9,,
"Capuns, prepared",,,8.0,9.7,10.2,165,5.1,3.2,0.8,,,0.9,1.0,0.8,59,,,0.09,0.1,1.48,,0.09,,17.2,0.59,4.3,0.4,0.73,,,17,180,42,,1,380.0,1,84,n.d.,7.3,,
Carnival pastry,,,11.5,51.7,32.9,553,16.1,10.5,2.6,,,1.9,0.1,2.3,159,,,0.14,0.1,0.25,,0.06,,23.7,0.35,0,1,2.57,,,14,170,28,,0.7,58.0,0.8,100,n.d.,13,,
Carrot juice,,,0.6,6.2,0.1,30,0,0,0,,,4.4,0.1,0.8,0,,,0.05,0.05,0.36,,0.18,,3.6,0,6.4,0,0.51,,,12,250,22,,0.1,32.0,0.5,35,n.d.,13,,
"Carrot, raw",,,0.6,7.6,0.4,42,0.1,0.1,0.1,,,6,0.1,2.7,0,,,0.03,0.02,0.3,,0.07,,59.4,0,3.1,0,0.27,,,7.1,220,29,,0.2,28.0,0.1,23,0.2,1.8,,
"Carrot, steamed (without addition of salt)",,,0.7,8.0,0.4,44,0.1,0.1,0.1,,,6.3,0.1,2.8,0,,,0.03,0.02,0.27,,0.07,,39.6,0,2.8,0,0.3,,,6.7,210,31,,0.2,25.0,0.1,24,0.2,1.9,,
Cashew nut,,,21.5,23.2,48.1,619,8.2,29.1,8.7,,,3.1,0.0,3.6,0,,,0.59,0.06,1.1,,0.42,,45.5,0,0.5,0,0.28,,,270,660,40,,4,9.2,5.9,540,15,5,,
"Cauliflower, raw",,,1.8,2.1,0.7,26,0.2,0.1,0.3,,,1.7,0.0,2,0,,,0.04,0.09,0.26,,0.15,,56,0,60.2,0,0.09,,,9.8,270,23,,0.3,6.0,0.3,40,1,0.7,,
"Cauliflower, steamed (without addition of salt)",,,1.8,2.1,0.7,26,0.2,0.1,0.3,,,1.7,0.0,2,0,,,0.03,0.09,0.22,,0.14,,35.4,0,47.5,0,0.09,,,9.3,240,23,,0.3,5.4,0.2,40,1,0.7,,
"Celeriac piccata, prepared",,,5.4,8.4,8.2,136,2.2,4.1,1,,,1.5,0.3,3.5,66,,,0.06,0.1,0.25,,0.15,,23.7,0.31,4.2,0.5,0.58,,,15,390,95,,0.7,130.0,0.6,120,n.d.,11,,
"Celeriac, raw",,,1.4,4.0,0.3,32,0.1,0,0.2,,,1.6,0.1,3.8,0,,,0.06,0.04,0.3,,0.19,,39,0,7.1,0,0.12,,,13,460,40,,0.4,56.0,0.4,56,0.9,2.4,,
"Celeriac slices, breaded, prepared",,,4.7,15.4,5.7,139,0.7,3.5,0.9,,,1.9,0.3,4,45,,,0.08,0.07,0.31,,0.16,,24.2,0.16,4.3,0.3,0.55,,,15,400,47,,0.6,130.0,0.7,88,n.d.,7.4,,
"Celeriac, steamed",,,1.4,4.0,0.3,32,0.1,0,0.2,,,1.6,0.1,3.8,0,,,0.05,0.04,0.26,,0.17,,24.9,0,6,0,0.13,,,12,410,40,,0.3,47.0,0.3,57,0.9,2.4,,
"Celery, raw",,,0.6,2.4,0.2,18,0,0,0,,,1.3,0.2,2.2,0,,,0.03,0.08,0.55,,0.06,,56.8,0,9.8,0,0.13,,,11,390,46,,0.1,79.0,0.1,24,0,1,,
"Celery, steamed (without addition of salt)",,,0.6,2.4,0.2,19,0,0,0,,,1.3,0.2,2.2,0,,,0.02,0.07,0.47,,0.06,,36.3,0,7.8,0,0.14,,,11,350,46,,0.1,71.0,0.1,24,0,1,,
"Cereal bar, with chocolate coating",,,8.7,57.9,20.3,460,10.9,6.6,2,,,37,0.4,5.7,4,,,0.17,0.19,1.06,,0.14,,21.6,0,2.5,0,1.03,,,67,450,110,,1.6,150.0,2.3,210,n.d.,7.2,,
"Cereal bar, without cover and filling",,,8.2,64.0,13.0,418,5.5,4.4,2.2,,,32.1,0.4,6,0,,,0.19,0.07,1.36,,0.17,,22.8,0,1.7,0,1.13,,,62,270,29,,1.4,180.0,2.2,180,n.d.,1.8,,
"Cereal bites, filled with chocolate and hazelnuts",,,6.3,66.6,16.1,446,3.2,2.8,6.9,,,27.4,0.4,4.9,0,,,0.08,0.05,1.79,,0.07,,20.9,0,0,0,6.82,,,70,330,61,,1.6,180.0,3.1,180,1.9,n.d.,,
Cereal flakes (average),,,11.5,63.5,3.7,352,0.6,0.8,1.3,,,1.4,0.0,9.5,0,,,0.33,0.08,2.64,,0.27,,36.6,0,0,0,0.53,,,100,280,28,,2.5,8.1,3.9,310,1.7,2.7,,
"Cereal flakes from wholemeal wheat and rice, plain",,,8.5,80.7,1.5,382,0.3,0.2,0.8,,,10.9,0.6,5.6,0,,,0.03,0.02,4.3,,0.11,,18.9,0,0,0,0.42,,,53,260,22,,1.7,230.0,2.2,190,2.2,2,,
Cereal flakes from wholemeal wheat and rice with chocolate,,,8.1,76.2,6.6,408,3.6,2,0.9,,,17.8,0.5,5.6,1,,,0.03,0.05,3.66,,0.1,,16.9,0,0.1,0,0.36,,,61,340,37,,1.7,200.0,2.7,180,n.d.,2.8,,
Cereal flakes from wholemeal wheat and rice with red fruits,,,8.4,79.5,1.6,379,0.3,0.2,0.8,,,12.8,0.5,6.4,0,,,0.04,0.03,4.36,,0.13,,29.6,0,8.6,0,0.8,,,56,290,29,,1.7,220.0,2.2,190,2.1,2.3,,
Cervelat (Swiss sausage),,,13.4,0.5,21.5,249,8.2,9.7,1.7,,,0.5,2.1,0,51,,,0.31,0.12,3.06,,0.09,,1,0.57,37.3,0.7,0,,,13,190,11,,1.6,840.0,0.8,190,6.8,0.4,,
"Chanterelle, raw",,,2.3,0.2,0.5,24,0.1,0,0.3,,,0.2,0.0,4.7,0,,,0.02,0.15,5.2,,0.04,,12.9,0,5.7,2.1,0.1,,,14,510,8,,0.6,3.0,6.5,44,n.d.,3,,
"Chanterelle, stewed (without addition of fat and salt)",,,2.6,0.2,0.6,28,0.1,0,0.3,,,0.2,0.0,5.7,0,,,0.02,0.15,5.07,,0.04,,9.4,0,5,2.6,0.12,,,14,480,9.5,,0.6,3.2,6.7,51,n.d.,3.5,,
"Cheese and sausage salad, prepared",,,13.8,0.7,22.6,262,9.4,9,2.4,,,0.6,1.4,0.3,45,,,0.14,0.14,1.44,,0.08,,7.7,0.7,18.7,0.4,1.47,,,18,130,290,,2,560.0,0.7,260,n.d.,6.2,,
"Cheese bread slices, prepared",,,13.8,26.0,12.1,272,6.8,2.9,1,,,1,1.4,2.3,73,,,0.11,0.18,0.67,,0.07,,12,0.58,0.1,0.6,0.49,,,34,150,310,,1.9,560.0,1.2,290,n.d.,16,,
Cheeseburger,,,13.2,24.3,14.2,281,7.5,4.9,1.1,,,3.3,1.6,1.6,36,,,0.19,0.16,2.32,,0.13,,19,1.3,0.4,0.1,0.82,,,27,240,110,,2.2,640.0,1.4,240,6.6,7.7,,
Cheese grated,,,29.3,0.0,32.1,406,20.3,7.5,1.2,,,0,1.7,0,89,,,0.01,0.34,0.2,,0.1,,14,1.91,0,0.7,0.57,,,41,98,1190,,4.2,680.0,0.5,730,n.d.,40,,
"Cheese substitute, made from cashew nut",,,14.5,15.2,35.3,442,5.8,19.5,8.4,,,0.3,1.2,2.6,0,,,0.3,0.07,0.52,,0.27,,34.3,0,0.5,0.3,3.79,,,150,340,44,,3.6,490.0,3.9,310,12,n.d.,,
"Cheese substitute, made from coconut oil and starch",,,0.5,21.2,20.1,272,17.4,1.5,0.4,,,0.3,1.9,2.3,0,,,0.02,0.01,0.1,,0.01,,5.6,0,0.5,0.3,0.26,,,5.2,34,46,,0.1,750.0,0.2,16,0,0,,
Cherry pie from Zug,,,4.8,34.6,18.7,335,8.5,7.5,1.6,,,27,0.2,1.5,90,,,0.04,0.12,0.4,,0.04,,9,0,0.3,1,2.78,,,25,140,67,,0.6,62.0,0.8,120,n.d.,4.2,,
"Cherry pie, home-made, baked (with cake dough)",,,3.3,21.5,7.4,169,3.3,2.8,0.8,,,9.3,0.2,1.6,20,,,0.04,0.06,0.18,,0.05,,5.8,0.08,2.6,0.2,0.78,,,13,170,23,,0.3,98.0,0.4,51,2.5,4.1,,
"Cherry pie, home-made, baked (with puff pastry)",,,3.1,20.7,7.6,167,3.3,2.9,0.9,,,9.3,0.3,1.6,20,,,0.04,0.05,0.18,,0.04,,5.9,0.08,2.6,0.2,0.82,,,10,170,22,,0.2,120.0,0.3,42,2.5,4.1,,
"Cherry, raw",,,0.8,13.0,0.4,62,0.1,0.1,0.1,,,10,0.0,1.6,0,,,0.02,0.02,0.18,,0.04,,5.9,0,4.3,0,0.14,,,8.8,190,9.9,,0.1,1.0,0.2,19,1.2,1.2,,
"Cherry, stewed, drained (without addition of sugar)",,,0.9,12.0,0.5,58,0.1,0.1,0.1,,,9.2,0.0,1.5,0,,,0.02,0.02,0.17,,0.03,,3.4,0,2,0,0.16,,,8.1,130,11,,0.1,0.7,0.2,17,1.4,1.4,,
"Chestnut, raw",,,2.9,41.2,1.9,210,0.3,1,0.5,,,14,0.0,8.4,0,,,0.21,0.08,1.08,,0.2,,54.7,0,45.6,0,0.5,,,31,380,18,,1,0.6,2.1,59,1.8,0.1,,
Chia seed,,,21.4,1.8,34.1,482,3.1,2.1,24.9,,,1.8,0.0,40.9,0,,,0.47,0.2,4.13,,0.14,,70.7,0,1.6,0,0.5,,,320,640,550,,5.1,16.0,6.5,650,9.7,5,,
"Chicken, breast, without skin, raw",,,24.6,0.0,1.0,107,0.3,0.4,0.3,,,0,0.1,0,63,,,0.16,0.11,10.92,,0.77,,12,0.29,0,1.5,0.62,,,27,350,3.3,,0.5,36.0,0.3,220,14,0.9,,
"Chicken, breast, with skin, raw",,,23.3,0.0,6.5,152,2.1,3,1.2,,,0,0.1,0,70,,,0.08,0.14,4.43,,0.77,,10,0.4,0,1.5,0.62,,,26,320,3.9,,0.5,34.0,0.3,210,10,10,,
"Chicken, brest (schnitzel, ground), pan fried (without addition of fat and salt)",,,30.1,0.0,0.8,128,0.2,0.3,0.2,,,0,0.1,0,79,,,0.14,0.14,10.92,,0.53,,7.5,0.24,0,1.4,0.58,,,27,400,4.1,,0.6,38.0,0.4,230,18,1.2,,
Chickenburger,,,12.7,23.8,11.0,247,1.9,5.8,2.7,,,2.9,1.2,1.2,28,,,0.1,0.05,3.67,,0.16,,33.4,0.3,0.5,0.3,2.1,,,22,220,66,,0.7,460.0,0.6,170,n.d.,1.5,,
"Chicken chopped with curry sauce, homemade",,,14.6,3.3,4.8,116,1.5,2.4,0.5,,,1.5,0.5,0.4,44,,,0.06,0.08,4.15,,0.29,,5.4,0.1,0.6,0.6,0.76,,,17,170,15,,0.4,210.0,0.9,110,n.d.,1.2,,
"Chicken egg, whole, hard boiled",,,14.0,0.3,10.9,156,2.9,4.1,1.8,,,0.3,0.4,0,389,,,0.09,0.26,0.04,,0.08,,59.6,1.16,0,2.9,1.37,,,12,150,46,,1.2,160.0,1.7,180,26,27,,
"Chicken, leg, without skin, raw",,,19.7,0.0,6.2,135,1.9,2.8,1.4,,,0,0.2,0,86,,,0.14,0.27,4.43,,0.38,,10,0.4,0,1.5,0.62,,,20,300,5.6,,0.9,76.0,0.5,190,n.d.,5,,
"Chicken, leg, with skin, raw",,,17.9,0.0,10.2,163,3.2,5,1.8,,,0,0.2,0,80,,,0.14,0.15,4.43,,0.57,,10,0.77,0,1.5,0.62,,,20,300,5.7,,1,63.0,0.5,180,28,8,,
"Chicken, leg with skin, roasted (without addition of fat and salt)",,,23.9,0.0,10.2,187,3.2,5,1.8,,,0,0.2,0,107,,,0.11,0.18,4.73,,0.46,,8,0.67,0,1.5,0.66,,,21,240,7.2,,1.3,71.0,0.6,190,37,11,,
"Chicken, whole, with skin, raw",,,18.8,0.0,10.3,168,2.8,4.5,1.8,,,0,0.2,0,77,,,0.11,0.15,4.43,,0.5,,8,0.4,2.5,0,0.07,,,20,260,12,,1,70.0,0.7,160,n.d.,10,,
"Chicken, whole with skin, roasted (without addition of fat and salt)",,,25.1,0.0,10.3,193,2.8,4.5,1.8,,,0,0.2,0,103,,,0.09,0.18,4.73,,0.4,,6.4,0.35,2.7,0,0.07,,,21,210,15,,1.3,79.0,0.9,170,n.d.,13,,
"Chickpea, cooked (without addition of fat and salt)",,,7.3,16.8,2.0,127,0.3,0.5,1.1,,,0.9,0.0,6.2,0,,,0.14,0.04,0.44,,0.09,,68,0,1.2,0,0.58,,,48,330,44,,0.9,3.0,1.9,140,n.d.,0.2,,
"Chickpea, dried",,,18.6,44.3,4.9,327,0.6,1.4,2.7,,,2.4,0.0,15.5,0,,,0.52,0.13,1.7,,0.33,,340,0,5.1,0,1.6,,,140,1090,120,,2.4,8.1,5.4,380,n.d.,0.6,,
"Chicory, raw",,,1.1,2.8,0.2,20,0,0,0.1,,,2.4,0.0,1.2,0,,,0.05,0.04,0.21,,0.03,,25.6,0,1.6,0,0,,,8.9,190,18,,0.1,1.9,0.2,25,0.1,0.4,,
"Chicory, steamed (without addition of salt)",,,1.1,2.8,0.2,20,0,0,0.1,,,2.4,0.0,1.2,0,,,0.04,0.04,0.17,,0.03,,15.8,0,0.9,0,0,,,8.3,160,18,,0.1,1.7,0.1,24,0.1,0.4,,
"Chili con carne, prepared",,,10.4,9.0,3.5,116,1,1.7,0.6,,,2.4,0.3,3,17,,,0.14,0.09,1.51,,0.16,,27.7,0.25,4.7,0.1,0.97,,,29,340,24,,1.9,110.0,1.9,110,n.d.,2.6,,
"Chinese cabbage, raw",,,1.4,1.2,0.2,14,0,0,0.1,,,1.2,0.0,1.1,0,,,0.04,0.04,0.4,,0.16,,51.2,0,22.1,0,0.24,,,9.7,240,32,,0.2,6.5,0.3,40,0.3,0.3,,
"Chinese cabbage, stewed (without addition of fat and salt)",,,1.3,1.2,0.2,14,0,0,0.1,,,1.1,0.0,1,0,,,0.03,0.03,0.33,,0.13,,32,0,12,0,0.25,,,8.4,200,32,,0.2,5.9,0.3,40,0.2,0.3,,
"Chives, fresh",,,3.0,1.9,0.6,30,0.1,0.1,0.2,,,1.9,0.0,2.3,0,,,0.08,0.11,0.7,,0.13,,130,0,60,0,1.6,,,40,280,86,,0.5,3.0,1.5,54,n.d.,4.2,,
Chocolate cake/ ring cake/ -muffin,,,8.1,47.3,21.9,424,10.5,7.7,2,,,30.7,0.3,2.9,74,,,0.07,0.18,0.36,,0.04,,12,0.22,0.2,0.5,2.57,,,50,310,68,,1.1,110.0,2,170,5.4,7.5,,
Chocolate cookie ,,,6.5,59.0,25.9,502,12.9,9.6,2.3,,,31.5,1.0,3.4,17,,,0.26,0.24,1.05,,0.09,,38,0.08,1,0.5,2.6,,,70,270,31,,1.2,400.0,3.4,150,5,11,,
"Chocolate, dark",,,5.7,53.4,31.8,537,19.7,11,1.1,,,50,0.0,7,1,,,0.08,0.15,0.6,,0.05,,7,0,0,0,0,,,120,830,48,,2.2,15.0,6.7,140,7.1,2.3,,
"Chocolate drink, with sugar, powder",,,6.5,78.5,3.4,386,2,1.1,0.1,,,73.5,0.2,7.7,0,,,0.03,0.06,0.59,,0.1,,12.6,0,0,0,0.07,,,160,1040,45,,2,80.0,13,210,n.d.,1,,
Chocolate fondant,,,6.3,44.6,32.8,503,18.8,9,1.8,,,39.2,0.5,2,172,,,0.06,0.13,0.2,,0.04,,12.7,0.42,0,1.2,0.76,,,38,280,48,,1.1,220.0,2.4,220,9.3,15,,
Chocolate meringues,,,4.2,83.5,9.9,444,6.2,3.4,0.3,,,82.4,0.1,2.2,0,,,0.03,0.14,0.2,,0.02,,4.4,0.07,0,0,0,,,41,290,18,,0.7,46.0,2.1,46,4.8,2.4,,
Chocolate meringues with chocolate base,,,5.2,71.5,19.4,486,12.1,6.6,0.7,,,70.2,0.3,2,6,,,0.05,0.26,0.29,,0.03,,5.6,0.04,1.3,0,0.11,,,47,450,120,,1.1,110.0,2.1,130,n.d.,9,,
Chocolate powder,,,5.3,71.3,7.8,398,4.6,2.6,0.2,,,70.6,0.0,10.5,0,,,0.04,0.13,0.86,,0.05,,12,0,0,0,0.22,,,130,620,37,,1.8,5.0,4.2,210,n.d.,0.9,,
Chocolate sauce,,,3.6,20.0,3.0,122,1.5,0.9,0.2,,,18.7,0.2,0.5,110,,,0.04,0.21,0.3,,0.05,,0,0.1,0,0.1,0.1,,,14,230,150,,0.6,65.0,0.9,100,n.d.,7,,
"Chocolate, white",,,6.7,55.8,35.2,567,21.9,11.7,1.3,,,55.3,0.3,0.2,16,,,0.06,0.28,0.75,,0.06,,7,0.56,2.1,n.d.,0.96,,,12,330,260,,0.7,110.0,0.3,180,n.d.,4.9,,
"chop (average of veal, pork, lamb), pan fried (without addition of fat and salt)",,,28.8,0.0,12.0,223,4.6,5.3,1.2,,,0,0.1,0,81,,,0.72,0.21,5.63,,0.64,,2.9,0.98,0,1.3,0.4,,,26,390,7,,2.1,54.0,0.6,230,n.d.,1.4,,
"Chop (average of veal, pork, lamb), raw",,,21.3,0.0,10.2,177,3.9,4.5,1,,,0,0.1,0,57,,,0.73,0.16,4.88,,0.68,,2.7,0.9,0,1.1,0.34,,,21,350,5.1,,1.6,45.0,0.5,190,n.d.,1,,
"Chopped/pulled meat substitute, vegan, based on soy or pea protein, raw",,,20.7,3.5,3.3,139,0.4,1.1,1.3,,,1.4,1.5,6.5,0,,,0.11,0.1,0.71,,0.08,,44.4,0,0.5,0.3,1.09,,,89,660,86,,1.6,610.0,3.1,270,6.4,5.3,,
Chräbeli (aniseed cookie),,,8.6,75.3,2.9,366,0.7,1.1,0.7,,,40.5,0.2,2,69,,,0.08,0.06,0.19,,0.04,,9,0.26,0,0.5,0.51,,,14,160,32,,0.6,63.0,1.8,82,5.8,8.2,,
"Cider, 4 vol%",,,0.0,2.5,0.0,32,0,0,0,,,2.5,0.0,0,0,,,0,0,0,,0.01,,0,0,0,0,0,,,4,120,9,,0.2,4.0,0.8,5,n.d.,10,,
"Cider, 6.2 vol%",,,0.0,7.3,0.0,64,0,0,0,,,7.3,0.0,0,0,,,0,0,0.01,,0.01,,1,0.1,0,0,0,,,4,97,5,,0.2,2.0,0.3,9,n.d.,10,,
Cinnamon,,,3.9,56.0,3.2,317,0.9,0.6,0.7,,,55.4,0.1,24.4,0,,,0.08,0.14,1.3,,0,,0,0,0,0,0,,,56,500,1230,,2,26.0,38,61,3.1,5,,
"Cinnamon cookie, star-shaped",,,14.2,50.9,25.9,505,2.2,16.6,6,,,50.3,0.1,5.6,0,,,0.08,0.51,0.96,,0.07,,28.6,0.04,0.6,0,12.65,,,120,400,150,,1.7,47.0,2.2,250,2.6,1.1,,
"Citrus fruits (average), raw",,,0.8,7.5,0.3,40,0,0.1,0.1,,,7,0.0,2.2,0,,,0.08,0.03,0.31,,0.05,,17.5,0,47.6,0,0.3,,,13,160,34,,0.1,1.0,0.3,28,1.5,1.1,,
"Cocktail sauce with rapeseed mayonnaise, home-made",,,2.4,3.8,74.5,696,6,43.9,20.6,,,3.7,0.7,0.2,157,,,0.04,0.09,0.19,,0.07,,17.2,0.43,3,0.7,22.07,,,4.8,91,21,,0.5,290.0,0.9,77,n.d.,14,,
"Cocoa beverage, with sugar, prepared (with mikl)",,,3.4,10.0,3.0,81,1.7,0.7,0.1,,,9.6,0.1,0.5,10,,,0.02,0.16,0.15,,0.03,,5.6,0.21,1.7,0.1,0.09,,,21,220,110,,0.5,42.0,0.9,100,n.d.,9.7,,
"Cocoa powder, deoiled, without sugar",,,24.8,19.6,12.0,343,7.1,4,0.4,,,0,0.8,28.9,0,,,0.13,0.2,2.21,,0.37,,48,0,0,0,0.22,,,600,4020,170,,7.5,320.0,51,800,7.6,4,,
"Cocoa powder, without sugar",,,22.4,11.6,20.6,380,12.4,6.7,0.6,,,0.9,0.1,29.5,0,,,0.08,0.12,1.15,,0.01,,107,0,0.5,2.7,0.61,,,500,3900,140,,6.4,45.0,49,690,7.6,4,,
Coco macaroon,,,6.9,35.1,38.9,549,33.8,1.5,0.2,,,35.1,0.2,15.7,0,,,0.02,0.07,0.39,,0.06,,14,0.06,0,0,0.05,,,66,480,8.3,,0.9,98.0,1.8,120,6.6,5.3,,
Coconut,,,4.6,4.8,36.5,384,32.1,2.2,0.7,,,4.8,0.1,9,0,,,0.06,0.01,0.38,,0.06,,30,0,2,0,0.15,,,39,380,20,,0.8,35.0,2.3,94,4,1.2,,
"Coconut, dried (coco flakes)",,,7.6,5.3,61.3,653,53.3,2.4,0.4,,,5.3,0.0,24.7,0,,,0.03,0,0.6,,0.09,,20.6,0,0,0,0.08,,,100,710,11,,1.5,19.0,2.8,180,6.9,6,,
"Coconut drink, plain",,,0.4,2.8,1.0,22,0.8,0,0,,,1.9,0.1,0.1,0,,,0,0,0.1,,0,,0.5,0,0,0,0,,,5.9,72,2.7,,0,34.0,0.1,3.9,0.4,0.6,,
"Coconut drink, plain with calcium and vitamin fortified",,,0.4,2.8,1.0,22,0.8,0,0,,,1.9,0.1,0.1,0,,,0,0,0.1,,0,,0.5,0.38,0,0.8,0,,,5.9,72,120,,0,34.0,0.1,70,0.4,0.6,,
Coconut fat,,,0.8,0.0,99.0,894,83.7,5.2,1.3,,,0,0.0,0,0,,,0,0,0,,0,,0,0,0,0,0,,,200,2,2,,0,2.0,0,1,n.d.,0,,
Coconut milk,,,2.4,3.1,21.3,214,18.9,0.9,0.2,,,1.7,0.0,0.1,0,,,0.02,0,0.64,,0.03,,14,0,1,0,0.7,,,46,220,18,,0.6,13.0,3.3,96,3,1,,
"Cod, filet, steamed (without addition of fat and salt)",,,17.0,0.0,0.6,74,0.1,0.1,0.2,,,0,0.1,0,74,,,0.05,0.04,1.84,,0.12,,9.6,1.4,0,2,0.74,,,24,380,16,,0.5,56.0,0.2,210,26,180,,
"Cod, raw",,,18.1,0.0,0.6,78,0.1,0.1,0.2,,,0,0.1,0,59,,,0.05,0.05,2.1,,0.14,,11,1.4,0,1.8,0.59,,,23,410,13,,0.4,53.0,0.2,200,23,160,,
"Coffee, black, no sugar added",,,0.1,0.3,0.0,2,0,0,0,,,0,0.0,0.1,0,,,0,0,0.13,,0,,0,0,0,0,0,,,3.3,26,8,,0,1.3,0,2.1,0,0.1,,
Coffee cream UHT,,,2.6,3.8,15.0,161,9,3.5,0.7,,,3.8,0.2,0,50,,,0.02,0.14,0.1,,0.02,,2.7,0.5,1,0.3,0.34,,,8.2,140,96,,0.3,77.0,0,91,n.d.,11,,
"Coffee, instant, powder",,,11.2,42.6,0.0,253,0,0,0,,,3.6,0.1,19.1,0,,,0.01,0.11,22,,0.03,,1,0,0,0,0,,,390,4380,170,,0.5,58.0,4.4,350,n.d.,20,,
"Coffee with coffee cream, no sugar added",,,0.3,0.5,1.1,13,0.7,0.3,0.1,,,0.3,0.0,0.1,4,,,0,0.01,0.13,,0,,0.2,0.04,0.1,0,0.02,,,3.7,35,14,,0,6.9,0,8.7,n.d.,0.9,,
"Cola beverage, sweetened",,,0.0,10.0,0.0,40,0,0,0,,,10,0.0,0,0,,,0,0,0,,0,,0,0,0,0,0,,,1,1,5,,0,9.0,0,15,n.d.,2,,
"Cola beverage, with sweetener",,,0.0,0.0,0.0,0,0,0,0,,,0,0.0,0,0,,,0.01,0.02,0,,0,,0,0,0,0,0,,,1,1,4,,0.1,5.0,0,8,n.d.,1,,
Cold cuts (average),,,13.8,0.7,24.0,274,9.1,11.2,2.2,,,0.7,2.0,0,58,,,0.28,0.13,2.91,,0.15,,1.8,0.91,26.6,0.5,0.21,,,12,120,8.1,,1.5,790.0,0.8,150,n.d.,0.9,,
"Coleslaw salad, prepared",,,1.6,4.7,9.8,119,1.4,4.2,3.8,,,4.1,0.2,2.4,10,,,0.04,0.06,0.19,,0.12,,36.7,0.09,34.7,0.1,5.8,,,9.3,190,57,,0.2,90.0,0.2,39,n.d.,8,,
